id,margin,n_labels,goal1_id,goal1_label,goal1_score,goal2_id,goal2_label,goal2_score
13147,0.000144,2,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.554494,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.55435
13149,0.009729,2,G4_biodiversity_to_services,How biodiversity influences ecosystem processes & services,0.649872,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.640143
13166,0.00748,2,G3_biodiversity_interactions,How different components of biodiversity interact,0.41979,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.41231
13226,0.015041,2,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.558809,G3_biodiversity_interactions,How different components of biodiversity interact,0.543768
13347,0.002629,2,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.637091,G3_biodiversity_interactions,How different components of biodiversity interact,0.634461
13349,0.006496,2,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.641762,G3_biodiversity_interactions,How different components of biodiversity interact,0.635266
13350,0.005336,2,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.645918,G3_biodiversity_interactions,How different components of biodiversity interact,0.640583
13367,0.007186,2,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.540286,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.5331
13368,0.008103,2,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.542549,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.534445
13370,0.009346,2,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.55236,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.543014
13371,0.005898,2,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.542546,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.536648
13372,0.003983,2,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.530374,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.526391
13386,0.004356,2,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.417299,G3_biodiversity_interactions,How different components of biodiversity interact,0.412943
13406,0.023217,2,G4_biodiversity_to_services,How biodiversity influences ecosystem processes & services,0.428754,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.405537
13426,0.001056,2,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.657396,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.65634
13447,0.034719,2,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.534891,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.500172
13486,0.021309,2,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.548899,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.52759
13506,0.040916,2,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.659335,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.618419
13546,0.023532,2,G3_biodiversity_interactions,How different components of biodiversity interact,0.469054,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.445522
13566,0.076333,2,G3_biodiversity_interactions,How different components of biodiversity interact,0.493068,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.416734
13567,0.070106,2,G3_biodiversity_interactions,How different components of biodiversity interact,0.521797,G4_biodiversity_to_services,How biodiversity influences ecosystem processes & services,0.451691
13568,0.069332,2,G3_biodiversity_interactions,How different components of biodiversity interact,0.493078,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.423745
13606,0.020602,2,G3_biodiversity_interactions,How different components of biodiversity interact,0.468012,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.44741
13666,0.039386,2,G3_biodiversity_interactions,How different components of biodiversity interact,0.466548,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.427162
13667,0.009976,2,G3_biodiversity_interactions,How different components of biodiversity interact,0.481862,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.471886
13668,0.000347,2,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.455133,G3_biodiversity_interactions,How different components of biodiversity interact,0.454786
13706,0.050457,2,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.642813,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.592357
13726,0.003465,2,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.487522,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.484057
13806,0.010113,2,G4_biodiversity_to_services,How biodiversity influences ecosystem processes & services,0.390333,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.380219
13826,0.024347,2,G3_biodiversity_interactions,How different components of biodiversity interact,0.483602,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.459255
13846,0.039913,2,G3_biodiversity_interactions,How different components of biodiversity interact,0.546389,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.506476
13866,0.013807,2,G3_biodiversity_interactions,How different components of biodiversity interact,0.383189,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.369382
13886,0.025311,2,G3_biodiversity_interactions,How different components of biodiversity interact,0.548131,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.522819
13906,0.043229,2,G3_biodiversity_interactions,How different components of biodiversity interact,0.378354,G4_biodiversity_to_services,How biodiversity influences ecosystem processes & services,0.335125
13907,0.040044,2,G3_biodiversity_interactions,How different components of biodiversity interact,0.381267,G4_biodiversity_to_services,How biodiversity influences ecosystem processes & services,0.341223
13927,0.027852,2,G3_biodiversity_interactions,How different components of biodiversity interact,0.428028,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.400176
13930,0.03278,2,G3_biodiversity_interactions,How different components of biodiversity interact,0.474155,G4_biodiversity_to_services,How biodiversity influences ecosystem processes & services,0.441375
13986,0.016035,2,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.658385,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.64235
13987,0.01242,2,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.542985,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.530565
13989,0.039619,2,G3_biodiversity_interactions,How different components of biodiversity interact,0.476736,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.437117
14012,0.036629,2,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.644496,G3_biodiversity_interactions,How different components of biodiversity interact,0.607867
14015,0.005639,2,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.505942,G3_biodiversity_interactions,How different components of biodiversity interact,0.500303
14016,0.031906,2,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.544501,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.512595
14018,0.031347,2,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.560087,G3_biodiversity_interactions,How different components of biodiversity interact,0.52874
14106,0.021729,2,G3_biodiversity_interactions,How different components of biodiversity interact,0.561886,G4_biodiversity_to_services,How biodiversity influences ecosystem processes & services,0.540158
14127,0.000159,2,G3_biodiversity_interactions,How different components of biodiversity interact,0.509486,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.509327
14146,0.015237,2,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.536589,G3_biodiversity_interactions,How different components of biodiversity interact,0.521352
14148,0.017119,2,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.51634,G3_biodiversity_interactions,How different components of biodiversity interact,0.499221
14187,0.025256,2,G3_biodiversity_interactions,How different components of biodiversity interact,0.437082,G4_biodiversity_to_services,How biodiversity influences ecosystem processes & services,0.411826
14246,0.028854,2,G3_biodiversity_interactions,How different components of biodiversity interact,0.558103,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.529249
14306,0.05133,2,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.634897,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.583567
14326,0.023203,2,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.530636,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.507433
14346,0.013461,2,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.530022,G4_biodiversity_to_services,How biodiversity influences ecosystem processes & services,0.516561
14406,0.064228,2,G3_biodiversity_interactions,How different components of biodiversity interact,0.486124,G4_biodiversity_to_services,How biodiversity influences ecosystem processes & services,0.421896
14410,0.016196,2,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.473694,G3_biodiversity_interactions,How different components of biodiversity interact,0.457498
14426,0.044125,2,G3_biodiversity_interactions,How different components of biodiversity interact,0.569108,G4_biodiversity_to_services,How biodiversity influences ecosystem processes & services,0.524984
14446,0.021082,2,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.572953,G4_biodiversity_to_services,How biodiversity influences ecosystem processes & services,0.551871
14447,0.014759,2,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.587747,G4_biodiversity_to_services,How biodiversity influences ecosystem processes & services,0.572988
14448,0.02155,2,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.527801,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.506252
14506,0.008853,2,G4_biodiversity_to_services,How biodiversity influences ecosystem processes & services,0.396169,G3_biodiversity_interactions,How different components of biodiversity interact,0.387315
14526,0.014249,2,G4_biodiversity_to_services,How biodiversity influences ecosystem processes & services,0.455642,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.441393
14567,0.055848,2,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.508589,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.452741
14586,0.044847,2,G3_biodiversity_interactions,How different components of biodiversity interact,0.601853,G4_biodiversity_to_services,How biodiversity influences ecosystem processes & services,0.557005
14606,0.038762,2,G3_biodiversity_interactions,How different components of biodiversity interact,0.542956,G4_biodiversity_to_services,How biodiversity influences ecosystem processes & services,0.504193
14646,0.055026,2,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.681572,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.626546
14666,0.024048,2,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.496164,G3_biodiversity_interactions,How different components of biodiversity interact,0.472116
14667,0.029364,2,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.56946,G3_biodiversity_interactions,How different components of biodiversity interact,0.540096
14668,0.031934,2,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.58012,G3_biodiversity_interactions,How different components of biodiversity interact,0.548185
14686,0.039133,2,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.618001,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.578868
14706,0.030924,2,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.529117,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.498193
14726,0.036349,2,G3_biodiversity_interactions,How different components of biodiversity interact,0.506784,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.470435
14786,0.020194,2,G4_biodiversity_to_services,How biodiversity influences ecosystem processes & services,0.491739,G3_biodiversity_interactions,How different components of biodiversity interact,0.471545
14787,0.015193,2,G4_biodiversity_to_services,How biodiversity influences ecosystem processes & services,0.501326,G3_biodiversity_interactions,How different components of biodiversity interact,0.486133
14846,0.01467,2,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.578714,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.564044
14866,0.043004,2,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.473971,G4_biodiversity_to_services,How biodiversity influences ecosystem processes & services,0.430966
14886,0.013389,2,G3_biodiversity_interactions,How different components of biodiversity interact,0.462576,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.449187
14906,0.030092,2,G4_biodiversity_to_services,How biodiversity influences ecosystem processes & services,0.444832,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.41474
14946,0.009067,2,G3_biodiversity_interactions,How different components of biodiversity interact,0.48297,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.473903
14966,0.031179,2,G3_biodiversity_interactions,How different components of biodiversity interact,0.44559,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.414411
14986,0.016149,2,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.537817,G4_biodiversity_to_services,How biodiversity influences ecosystem processes & services,0.521669
15026,0.016681,2,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.623251,G4_biodiversity_to_services,How biodiversity influences ecosystem processes & services,0.60657
15086,0.005737,2,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.604675,G3_biodiversity_interactions,How different components of biodiversity interact,0.598938
15126,0.021981,2,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.456037,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.434056
15146,0.000945,2,G3_biodiversity_interactions,How different components of biodiversity interact,0.423097,G4_biodiversity_to_services,How biodiversity influences ecosystem processes & services,0.422152
15166,0.014795,2,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.513779,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.498984
15206,0.009015,2,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.698735,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.689721
15226,0.036616,2,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.506353,G4_biodiversity_to_services,How biodiversity influences ecosystem processes & services,0.469737
15246,0.027859,2,G3_biodiversity_interactions,How different components of biodiversity interact,0.514967,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.487108
15306,0.005388,2,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.502456,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.497068
15307,0.005819,2,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.485832,G3_biodiversity_interactions,How different components of biodiversity interact,0.480013
15326,0.004191,2,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.523733,G3_biodiversity_interactions,How different components of biodiversity interact,0.519542
15386,0.025819,2,G3_biodiversity_interactions,How different components of biodiversity interact,0.444401,G4_biodiversity_to_services,How biodiversity influences ecosystem processes & services,0.418582
15426,0.070145,2,G3_biodiversity_interactions,How different components of biodiversity interact,0.401871,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.331726
15467,0.080306,2,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.538714,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.458408
15486,0.046511,2,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.615449,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.568937
15506,0.031086,2,G3_biodiversity_interactions,How different components of biodiversity interact,0.358684,G4_biodiversity_to_services,How biodiversity influences ecosystem processes & services,0.327598
15507,0.033605,2,G3_biodiversity_interactions,How different components of biodiversity interact,0.364545,G4_biodiversity_to_services,How biodiversity influences ecosystem processes & services,0.33094
15508,0.028151,2,G3_biodiversity_interactions,How different components of biodiversity interact,0.347915,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.319764
15509,0.020058,2,G3_biodiversity_interactions,How different components of biodiversity interact,0.502403,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.482345
15526,0.011101,2,G3_biodiversity_interactions,How different components of biodiversity interact,0.533673,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.522572
15527,0.009539,2,G3_biodiversity_interactions,How different components of biodiversity interact,0.531152,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.521612
15528,0.002381,2,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.523516,G3_biodiversity_interactions,How different components of biodiversity interact,0.521135
15546,0.010643,2,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.588329,G3_biodiversity_interactions,How different components of biodiversity interact,0.577686
15547,0.016921,2,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.53394,G3_biodiversity_interactions,How different components of biodiversity interact,0.517019
15566,0.047497,2,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.639258,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.591762
15588,0.014822,2,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.537612,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.52279
15606,0.026193,2,G3_biodiversity_interactions,How different components of biodiversity interact,0.442761,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.416569
15626,0.010459,2,G4_biodiversity_to_services,How biodiversity influences ecosystem processes & services,0.423611,G3_biodiversity_interactions,How different components of biodiversity interact,0.413152
15627,0.000765,2,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.38534,G4_biodiversity_to_services,How biodiversity influences ecosystem processes & services,0.384576
15646,0.031963,2,G3_biodiversity_interactions,How different components of biodiversity interact,0.592434,G4_biodiversity_to_services,How biodiversity influences ecosystem processes & services,0.560471
15687,0.012627,2,G3_biodiversity_interactions,How different components of biodiversity interact,0.536019,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.523391
15688,0.0009,2,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.549463,G3_biodiversity_interactions,How different components of biodiversity interact,0.548563
15706,0.007681,2,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.55179,G3_biodiversity_interactions,How different components of biodiversity interact,0.544109
15707,0.058839,2,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.702625,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.643786
15743,0.015628,2,G3_biodiversity_interactions,How different components of biodiversity interact,0.53518,G4_biodiversity_to_services,How biodiversity influences ecosystem processes & services,0.519552
15746,0.002394,2,G3_biodiversity_interactions,How different components of biodiversity interact,0.341188,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.338794
15747,0.050033,2,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.657163,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.607131
15748,0.047613,2,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.647864,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.600251
15749,0.058803,2,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.643118,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.584315
15766,0.033653,2,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.494285,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.460633
15767,0.046212,2,G3_biodiversity_interactions,How different components of biodiversity interact,0.573135,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.526922
15768,0.003158,2,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.617196,G3_biodiversity_interactions,How different components of biodiversity interact,0.614039
15830,0.006352,2,G3_biodiversity_interactions,How different components of biodiversity interact,0.559144,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.552792
15831,0.081205,2,G3_biodiversity_interactions,How different components of biodiversity interact,0.607004,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.525799
15846,0.00778,2,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.552533,G3_biodiversity_interactions,How different components of biodiversity interact,0.544753
15866,0.04616,2,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.489593,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.443433
15869,0.007612,2,G3_biodiversity_interactions,How different components of biodiversity interact,0.554142,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.54653
15871,0.008183,2,G3_biodiversity_interactions,How different components of biodiversity interact,0.602507,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.594324
15886,0.001159,2,G3_biodiversity_interactions,How different components of biodiversity interact,0.565328,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.56417
15887,0.023164,2,G3_biodiversity_interactions,How different components of biodiversity interact,0.484726,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.461562
15906,0.004338,2,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.516079,G3_biodiversity_interactions,How different components of biodiversity interact,0.511741
15907,0.004362,2,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.581179,G3_biodiversity_interactions,How different components of biodiversity interact,0.576817
15908,0.001981,2,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.570691,G3_biodiversity_interactions,How different components of biodiversity interact,0.56871
15929,0.005136,2,G3_biodiversity_interactions,How different components of biodiversity interact,0.535371,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.530236
15946,0.013892,2,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.566681,G3_biodiversity_interactions,How different components of biodiversity interact,0.552789
15966,0.035056,2,G3_biodiversity_interactions,How different components of biodiversity interact,0.541252,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.506195
15968,0.02473,2,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.569526,G3_biodiversity_interactions,How different components of biodiversity interact,0.544796
15969,0.012164,2,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.569179,G3_biodiversity_interactions,How different components of biodiversity interact,0.557016
15987,0.035814,2,G3_biodiversity_interactions,How different components of biodiversity interact,0.537622,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.501807
16006,0.017568,2,G3_biodiversity_interactions,How different components of biodiversity interact,0.574532,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.556964
16046,0.015879,2,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.559125,G3_biodiversity_interactions,How different components of biodiversity interact,0.543246
16067,0.002358,2,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.548936,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.546578
16068,0.000827,2,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.547023,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.546197
16086,0.034291,2,G3_biodiversity_interactions,How different components of biodiversity interact,0.563184,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.528893
16087,0.016352,2,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.5649,G3_biodiversity_interactions,How different components of biodiversity interact,0.548548
16088,0.016433,2,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.563816,G3_biodiversity_interactions,How different components of biodiversity interact,0.547383
16106,0.03071,2,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.68802,G4_biodiversity_to_services,How biodiversity influences ecosystem processes & services,0.65731
16126,0.02126,2,G4_biodiversity_to_services,How biodiversity influences ecosystem processes & services,0.449044,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.427784
16146,0.015086,2,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.655925,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.640839
16166,0.01373,2,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.665076,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.651346
16167,0.009688,2,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.661951,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.652263
16186,0.045959,2,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.673524,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.627565
16187,0.042201,2,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.675561,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.633361
16209,0.005567,2,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.513315,G3_biodiversity_interactions,How different components of biodiversity interact,0.507748
16226,0.057368,2,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.680323,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.622955
16227,0.040659,2,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.671298,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.630639
16268,0.020744,2,G3_biodiversity_interactions,How different components of biodiversity interact,0.525821,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.505077
16286,0.01644,2,G3_biodiversity_interactions,How different components of biodiversity interact,0.546292,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.529852
16326,0.002939,2,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.499246,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.496308
16327,0.024047,2,G3_biodiversity_interactions,How different components of biodiversity interact,0.585783,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.561737
16386,0.035394,2,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.426493,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.391099
16388,0.0088,2,G3_biodiversity_interactions,How different components of biodiversity interact,0.376594,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.367794
16389,0.02416,2,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.438713,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.414553
16390,0.029817,2,G3_biodiversity_interactions,How different components of biodiversity interact,0.475905,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.446088
16426,0.027859,2,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.449969,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.42211
16427,0.012449,2,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.47337,G3_biodiversity_interactions,How different components of biodiversity interact,0.460921
16428,0.018132,2,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.349829,G3_biodiversity_interactions,How different components of biodiversity interact,0.331697
16429,0.023072,2,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.398181,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.375109
