id,goal1_id,goal1_label,goal1_score
23066,G4_biodiversity_to_services,How biodiversity influences ecosystem processes & services,0.509691
23067,G3_biodiversity_interactions,How different components of biodiversity interact,0.503064
23107,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.523344
23126,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.550924
23147,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.654326
23148,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.652813
23166,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.542224
23186,,,0.0
23226,G3_biodiversity_interactions,How different components of biodiversity interact,0.520058
23227,G3_biodiversity_interactions,How different components of biodiversity interact,0.522202
23247,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.611324
23266,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.613732
23267,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.628586
23268,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.630299
23287,G3_biodiversity_interactions,How different components of biodiversity interact,0.500622
23288,G3_biodiversity_interactions,How different components of biodiversity interact,0.496159
23289,,,0.0
23306,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.626888
23346,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.650466
23347,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.667942
23366,G3_biodiversity_interactions,How different components of biodiversity interact,0.590564
23367,G3_biodiversity_interactions,How different components of biodiversity interact,0.598884
23368,,,0.0
23386,,,0.0
23406,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.563255
23426,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.620659
23427,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.593237
23428,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.540388
23429,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.595792
23430,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.589258
23447,,,0.0
23466,,,0.0
23486,,,0.0
23506,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.560231
23526,G3_biodiversity_interactions,How different components of biodiversity interact,0.548916
23548,,,0.0
23566,,,0.0
23586,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.588716
23606,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.634599
23646,G3_biodiversity_interactions,How different components of biodiversity interact,0.570763
23666,G3_biodiversity_interactions,How different components of biodiversity interact,0.550277
23686,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.540643
23706,,,0.0
23707,,,0.0
23726,G3_biodiversity_interactions,How different components of biodiversity interact,0.607516
23766,,,0.0
23786,,,0.0
23787,,,0.0
23806,G3_biodiversity_interactions,How different components of biodiversity interact,0.584065
23826,G3_biodiversity_interactions,How different components of biodiversity interact,0.493402
23846,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.57476
23847,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.621696
23848,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.606443
23886,G3_biodiversity_interactions,How different components of biodiversity interact,0.563179
23906,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.594299
23926,G3_biodiversity_interactions,How different components of biodiversity interact,0.544323
23946,G3_biodiversity_interactions,How different components of biodiversity interact,0.51228
23966,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.573072
23967,G3_biodiversity_interactions,How different components of biodiversity interact,0.566476
23986,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.627477
23987,G3_biodiversity_interactions,How different components of biodiversity interact,0.506992
24006,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.506246
24028,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.522867
24046,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.681811
24066,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.556626
24086,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.649323
24106,G3_biodiversity_interactions,How different components of biodiversity interact,0.493443
24126,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.621497
24127,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.625212
24146,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.632991
24147,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.634088
24148,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.650677
24166,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.524102
24187,G3_biodiversity_interactions,How different components of biodiversity interact,0.527338
24206,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.626004
24207,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.631732
24208,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.629758
24209,G3_biodiversity_interactions,How different components of biodiversity interact,0.585327
24210,G3_biodiversity_interactions,How different components of biodiversity interact,0.591115
24226,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.58651
24246,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.56703
24247,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.570146
24266,G3_biodiversity_interactions,How different components of biodiversity interact,0.629678
24286,G3_biodiversity_interactions,How different components of biodiversity interact,0.508945
24306,G3_biodiversity_interactions,How different components of biodiversity interact,0.514052
24326,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.588357
24346,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.505484
24347,G4_biodiversity_to_services,How biodiversity influences ecosystem processes & services,0.593003
24366,G3_biodiversity_interactions,How different components of biodiversity interact,0.537197
24367,G4_biodiversity_to_services,How biodiversity influences ecosystem processes & services,0.619512
24368,G3_biodiversity_interactions,How different components of biodiversity interact,0.539936
24369,G3_biodiversity_interactions,How different components of biodiversity interact,0.533141
24386,G3_biodiversity_interactions,How different components of biodiversity interact,0.500135
24387,G3_biodiversity_interactions,How different components of biodiversity interact,0.52895
24388,G3_biodiversity_interactions,How different components of biodiversity interact,0.502238
24406,,,0.0
24407,,,0.0
24408,G3_biodiversity_interactions,How different components of biodiversity interact,0.5105
24409,G3_biodiversity_interactions,How different components of biodiversity interact,0.56107
24426,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.538703
24446,,,0.0
24447,,,0.0
24448,G3_biodiversity_interactions,How different components of biodiversity interact,0.558419
24466,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.544946
24467,G3_biodiversity_interactions,How different components of biodiversity interact,0.539406
24468,G3_biodiversity_interactions,How different components of biodiversity interact,0.540572
24486,,,0.0
24506,,,0.0
24526,,,0.0
24546,,,0.0
24566,G3_biodiversity_interactions,How different components of biodiversity interact,0.637143
24567,G3_biodiversity_interactions,How different components of biodiversity interact,0.639476
24568,G3_biodiversity_interactions,How different components of biodiversity interact,0.639336
24569,G3_biodiversity_interactions,How different components of biodiversity interact,0.639332
24570,G3_biodiversity_interactions,How different components of biodiversity interact,0.639674
24571,G3_biodiversity_interactions,How different components of biodiversity interact,0.641366
24572,G3_biodiversity_interactions,How different components of biodiversity interact,0.640431
24586,G3_biodiversity_interactions,How different components of biodiversity interact,0.557732
24607,G3_biodiversity_interactions,How different components of biodiversity interact,0.595821
24608,G3_biodiversity_interactions,How different components of biodiversity interact,0.604053
24626,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.662567
24627,G3_biodiversity_interactions,How different components of biodiversity interact,0.521546
24646,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.563007
24666,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.678617
24690,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.584489
24691,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.676551
24692,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.678519
24708,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.562882
24726,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.59483
24727,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.557168
24728,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.560605
24746,,,0.0
24749,G3_biodiversity_interactions,How different components of biodiversity interact,0.547101
24766,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.507812
24786,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.534562
24806,G3_biodiversity_interactions,How different components of biodiversity interact,0.638844
24807,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.683846
24826,G3_biodiversity_interactions,How different components of biodiversity interact,0.540246
24847,G3_biodiversity_interactions,How different components of biodiversity interact,0.598091
24866,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.529532
24867,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.65961
24868,G3_biodiversity_interactions,How different components of biodiversity interact,0.526243
24886,,,0.0
24906,G3_biodiversity_interactions,How different components of biodiversity interact,0.57803
24946,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.543366
24966,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.589942
24967,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.550535
24968,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.554757
24969,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.592545
24970,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.557537
24986,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.64428
25007,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.636415
25026,,,0.0
25046,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.593885
25066,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.532728
25067,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.528968
25086,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.522564
25126,G3_biodiversity_interactions,How different components of biodiversity interact,0.63075
25146,,,0.0
25166,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.594938
25186,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.539085
25206,G3_biodiversity_interactions,How different components of biodiversity interact,0.591964
25226,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.562045
25246,,,0.0
25266,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.654805
25267,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.648143
25286,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.49321
25326,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.597691
25346,,,0.0
25366,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.603936
25386,,,0.0
25406,G3_biodiversity_interactions,How different components of biodiversity interact,0.526652
25407,G3_biodiversity_interactions,How different components of biodiversity interact,0.526152
25408,G3_biodiversity_interactions,How different components of biodiversity interact,0.594922
25409,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.60636
25426,,,0.0
25446,G3_biodiversity_interactions,How different components of biodiversity interact,0.517234
25447,G3_biodiversity_interactions,How different components of biodiversity interact,0.517116
25448,G3_biodiversity_interactions,How different components of biodiversity interact,0.522006
25449,G3_biodiversity_interactions,How different components of biodiversity interact,0.517034
25450,G3_biodiversity_interactions,How different components of biodiversity interact,0.521159
25451,G3_biodiversity_interactions,How different components of biodiversity interact,0.517031
25452,G3_biodiversity_interactions,How different components of biodiversity interact,0.521117
25466,,,0.0
25486,G3_biodiversity_interactions,How different components of biodiversity interact,0.538675
25506,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.51546
25546,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.530803
25566,G3_biodiversity_interactions,How different components of biodiversity interact,0.515749
25586,G3_biodiversity_interactions,How different components of biodiversity interact,0.595869
25606,G3_biodiversity_interactions,How different components of biodiversity interact,0.522427
25607,G3_biodiversity_interactions,How different components of biodiversity interact,0.515618
25626,G3_biodiversity_interactions,How different components of biodiversity interact,0.607957
25646,G3_biodiversity_interactions,How different components of biodiversity interact,0.627189
25666,,,0.0
25686,G3_biodiversity_interactions,How different components of biodiversity interact,0.533889
25706,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.556742
25726,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.544142
25727,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.544461
25746,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.528695
25747,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.546543
25766,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.60634
25767,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.611851
25768,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.597264
25786,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.652446
25806,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.540254
25807,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.538677
25826,,,0.0
25866,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.567917
25886,G3_biodiversity_interactions,How different components of biodiversity interact,0.532505
25906,G4_biodiversity_to_services,How biodiversity influences ecosystem processes & services,0.597498
25926,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.564845
25927,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.55964
25928,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.562507
25929,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.577669
25946,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.581536
25966,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.607073
25986,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.65833
25987,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.644624
26006,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.516457
26007,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.653623
26008,G3_biodiversity_interactions,How different components of biodiversity interact,0.556189
26026,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.564191
26046,,,0.0
26047,,,0.0
26087,,,0.0
26106,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.566797
26146,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.553396
26147,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.602231
26148,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.555113
26149,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.536179
26150,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.546213
26151,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.519907
26166,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.555506
26206,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.514158
26207,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.630313
26226,G3_biodiversity_interactions,How different components of biodiversity interact,0.56012
26227,G3_biodiversity_interactions,How different components of biodiversity interact,0.554311
26228,G3_biodiversity_interactions,How different components of biodiversity interact,0.580382
26229,G3_biodiversity_interactions,How different components of biodiversity interact,0.575345
26246,G3_biodiversity_interactions,How different components of biodiversity interact,0.555585
26247,G3_biodiversity_interactions,How different components of biodiversity interact,0.564079
26248,,,0.0
26286,,,0.0
26306,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.670554
26326,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.6326
26346,G3_biodiversity_interactions,How different components of biodiversity interact,0.532528
26366,G3_biodiversity_interactions,How different components of biodiversity interact,0.531987
26406,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.502084
26426,G3_biodiversity_interactions,How different components of biodiversity interact,0.521097
26446,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.573631
26487,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.565321
26506,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.59809
26507,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.570537
26508,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.611026
26509,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.58199
26511,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.5887
26512,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.564591
26526,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.652627
26527,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.651382
26528,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.661341
26546,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.58577
26566,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.623139
26567,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.600033
26568,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.532829
26569,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.528747
26586,G3_biodiversity_interactions,How different components of biodiversity interact,0.496273
26587,G3_biodiversity_interactions,How different components of biodiversity interact,0.534639
26606,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.503098
26607,,,0.0
26608,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.582353
26609,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.637977
26610,G3_biodiversity_interactions,How different components of biodiversity interact,0.538017
26611,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.62266
26626,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.519171
26646,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.517374
26647,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.568572
26648,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.568036
26666,,,0.0
26686,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.533877
26706,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.645657
26707,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.619677
26746,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.502841
26747,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.554626
26766,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.638467
26767,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.666103
26786,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.588627
26787,,,0.0
26806,,,0.0
26827,,,0.0
26847,G3_biodiversity_interactions,How different components of biodiversity interact,0.626625
26868,,,0.0
26886,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.545767
26907,G3_biodiversity_interactions,How different components of biodiversity interact,0.616785
26908,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.651204
26926,G3_biodiversity_interactions,How different components of biodiversity interact,0.618192
26946,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.648336
26966,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.551852
26986,,,0.0
27007,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.559577
27026,,,0.0
27106,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.576742
27107,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.605164
27126,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.551643
27146,G3_biodiversity_interactions,How different components of biodiversity interact,0.524888
27166,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.555238
27186,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.578979
27206,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.581991
27226,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.662288
27227,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.574091
27228,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.573906
27229,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.624922
27246,G3_biodiversity_interactions,How different components of biodiversity interact,0.528416
27266,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.584113
27288,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.588734
27289,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.538579
27290,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.572475
27291,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.624507
27306,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.564739
27307,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.579558
27308,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.555997
27326,G4_biodiversity_to_services,How biodiversity influences ecosystem processes & services,0.711246
27346,G3_biodiversity_interactions,How different components of biodiversity interact,0.544985
27367,G3_biodiversity_interactions,How different components of biodiversity interact,0.556008
27386,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.5683
27406,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.564386
27426,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.520759
27446,G3_biodiversity_interactions,How different components of biodiversity interact,0.589052
27467,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.519143
27468,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.531872
27486,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.536159
27487,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.532227
27506,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.525266
27507,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.494281
27508,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.517508
27526,G3_biodiversity_interactions,How different components of biodiversity interact,0.543458
27546,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.624334
27547,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.638944
27548,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.635244
27549,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.623275
27550,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.621979
27551,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.620222
27566,G3_biodiversity_interactions,How different components of biodiversity interact,0.50693
27568,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.682768
27569,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.683074
27570,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.68259
27586,G3_biodiversity_interactions,How different components of biodiversity interact,0.510608
27606,G3_biodiversity_interactions,How different components of biodiversity interact,0.512398
27607,G3_biodiversity_interactions,How different components of biodiversity interact,0.53789
27608,G3_biodiversity_interactions,How different components of biodiversity interact,0.53847
27609,G3_biodiversity_interactions,How different components of biodiversity interact,0.527417
27610,G3_biodiversity_interactions,How different components of biodiversity interact,0.540873
27611,G3_biodiversity_interactions,How different components of biodiversity interact,0.564835
27646,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.546153
27666,G3_biodiversity_interactions,How different components of biodiversity interact,0.591665
27706,G3_biodiversity_interactions,How different components of biodiversity interact,0.627383
27707,G3_biodiversity_interactions,How different components of biodiversity interact,0.601397
27727,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.556344
27728,,,0.0
27729,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.525011
27730,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.507938
27731,,,0.0
27746,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.611809
27766,G3_biodiversity_interactions,How different components of biodiversity interact,0.509751
27786,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.511699
27806,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.620008
27807,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.610162
27826,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.518602
27827,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.555853
27828,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.501303
27846,G3_biodiversity_interactions,How different components of biodiversity interact,0.52956
27866,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.6046
27867,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.570559
27868,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.582926
27869,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.561757
27870,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.572166
27871,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.50926
30902,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.656771
30903,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.51711
30904,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.501896
30905,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.53993
30908,,,0.0
30909,G3_biodiversity_interactions,How different components of biodiversity interact,0.531593
30912,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.664303
30915,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.524428
30924,G3_biodiversity_interactions,How different components of biodiversity interact,0.506337
30925,,,0.0
30929,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.495587
30932,G3_biodiversity_interactions,How different components of biodiversity interact,0.568726
30935,,,0.0
30936,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.502201
30937,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.566869
30938,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.558212
